,ADMINISTERING_IC,APPLICATION_TYPE,BUDGET_START,BUDGET_END,CORE_PROJECT_NUM,FY,SUPPORT_YEAR,TOTAL_COST,PMID,PubDate,PubTypeList,FullJournalName,GRID,GR_Star_year,GR_End_year,GR_Total_year,Pub_year,time_to_pub
7525,DK,1,9/30/10,6/30/11,P30DK090728,2010,1,1182745.0,24639063,2014 Aug,['Journal Article'],Journal of digital imaging,P30DK090728,2010,2011,1,2014,4
7526,DK,1,9/30/10,6/30/11,P30DK090728,2010,1,1182745.0,23172758,2013 Jul,['Journal Article'],"Hepatology (Baltimore, Md.)",P30DK090728,2010,2011,1,2013,3
7527,DK,1,9/30/10,6/30/11,P30DK090728,2010,1,1182745.0,22383692,2012 May,['Journal Article'],Journal of the American Society of Nephrology : JASN,P30DK090728,2010,2011,1,2012,2
7528,DK,1,9/30/10,6/30/11,P30DK090728,2010,1,1182745.0,22383692,2012 May,['Journal Article'],Journal of the American Society of Nephrology : JASN,P30DK090728,2010,2011,1,2012,2
7529,DK,1,9/30/10,6/30/11,P30DK090728,2010,1,1182745.0,22155366,2012 Mar,['Journal Article'],Gastroenterology,P30DK090728,2010,2011,1,2012,2
7530,DK,1,9/30/10,6/30/11,P30DK090744,2010,1,1166777.0,27081851,2016,['Journal Article'],PloS one,P30DK090744,2010,2011,1,2016,6
7531,DK,1,9/30/10,6/30/11,P30DK090744,2010,1,1166777.0,26518474,2016 Feb,['Journal Article'],Human mutation,P30DK090744,2010,2011,1,2016,6
7532,DK,1,9/30/10,6/30/11,P30DK090868,2010,1,1200690.0,26931735,2016 Mar 2,['Journal Article'],Nature communications,P30DK090868,2010,2011,1,2016,6
7533,DK,1,9/30/10,6/30/11,P30DK090868,2010,1,1200690.0,26260542,2015 Oct,"['Journal Article', 'Review']",Nature reviews. Nephrology,P30DK090868,2010,2011,1,2015,5
7534,DK,1,9/30/10,6/30/11,P30DK090868,2010,1,1200690.0,26136557,2015 Sep 15,"['Journal Article', 'Review']",American journal of physiology. Renal physiology,P30DK090868,2010,2011,1,2015,5
7535,DK,1,9/30/10,6/30/11,P30DK090868,2010,1,1200690.0,26062848,2015 Jun 10,['Journal Article'],Science translational medicine,P30DK090868,2010,2011,1,2015,5
7536,DK,1,9/30/10,6/30/11,P30DK090868,2010,1,1200690.0,25405894,2014 Nov 18,['Journal Article'],Nature communications,P30DK090868,2010,2011,1,2014,4
7537,DK,1,9/30/10,6/30/11,P30DK090868,2010,1,1200690.0,24767998,2014 May 8,['Journal Article'],Cell reports,P30DK090868,2010,2011,1,2014,4
7538,DK,1,9/30/10,6/30/11,P30DK090868,2010,1,1200690.0,24429399,2014 May,['Journal Article'],Kidney international,P30DK090868,2010,2011,1,2014,4
7539,DK,1,9/30/10,6/30/11,P30DK090868,2010,1,1200690.0,23567275,2013 May,['Journal Article'],Nature reviews. Nephrology,P30DK090868,2010,2011,1,2013,3
7540,DK,1,9/30/10,6/30/11,P30DK090868,2010,1,1200690.0,23354389,2013 Apr 1,['Journal Article'],Cardiovascular research,P30DK090868,2010,2011,1,2013,3
7541,DK,1,9/30/10,6/30/11,P30DK090868,2010,1,1200690.0,23128241,2012 Nov 12,['Journal Article'],The Journal of cell biology,P30DK090868,2010,2011,1,2012,2
7542,DK,1,9/30/10,6/30/11,P30DK090948,2010,1,739912.0,24232636,2014 Feb,['Journal Article'],Pediatric research,P30DK090948,2010,2011,1,2014,4
7543,DK,1,9/30/10,6/30/11,P30DK090948,2010,1,739912.0,23877751,2013 Oct,['Journal Article'],Angiogenesis,P30DK090948,2010,2011,1,2013,3
7544,DK,1,9/30/10,6/30/11,P30DK090948,2010,1,739912.0,23536437,2013 May 15,['Journal Article'],Clinical cancer research : an official journal of the American Association for Cancer Research,P30DK090948,2010,2011,1,2013,3
7545,DK,1,9/30/10,6/30/11,P30DK090948,2010,1,739912.0,23463007,2013,['Journal Article'],Nature communications,P30DK090948,2010,2011,1,2013,3
7546,DK,1,9/15/10,6/30/11,P30DK090969,2010,1,1084661.0,26227841,2015 Oct,['Letter'],"Blood cells, molecules & diseases",P30DK090969,2010,2011,1,2015,5
7547,DK,1,9/15/10,6/30/11,P30DK090969,2010,1,1084661.0,25961454,2015 Jun,['Journal Article'],The Journal of clinical investigation,P30DK090969,2010,2011,1,2015,5
7548,DK,1,9/15/10,6/30/11,P30DK090969,2010,1,1084661.0,25636339,2015 Mar 12,['Journal Article'],Blood,P30DK090969,2010,2011,1,2015,5
7549,DK,1,9/15/10,6/30/11,P30DK090969,2010,1,1084661.0,25636339,2015 Mar 12,['Journal Article'],Blood,P30DK090969,2010,2011,1,2015,5
7550,DK,1,9/15/10,6/30/11,P30DK090969,2010,1,1084661.0,25319996,2014 Dec,['Journal Article'],Genome research,P30DK090969,2010,2011,1,2014,4
7551,DK,1,9/15/10,6/30/11,P30DK090969,2010,1,1084661.0,25319994,2014 Dec,['Journal Article'],Genome research,P30DK090969,2010,2011,1,2014,4
7552,DK,1,9/15/10,6/30/11,P30DK090969,2010,1,1084661.0,25241935,2014 Sep 29,['Journal Article'],Developmental cell,P30DK090969,2010,2011,1,2014,4
7553,DK,1,9/15/10,6/30/11,P30DK090969,2010,1,1084661.0,25127216,2014 Aug 18,['Journal Article'],Current biology : CB,P30DK090969,2010,2011,1,2014,4
7554,DK,1,9/15/10,6/30/11,P30DK090969,2010,1,1084661.0,24652993,2014 May 15,"['Journal Article', 'Review']",Blood,P30DK090969,2010,2011,1,2014,4
7555,DK,1,9/15/10,6/30/11,P30DK090969,2010,1,1084661.0,24497530,2014 Mar 20,['Journal Article'],Blood,P30DK090969,2010,2011,1,2014,4
7556,DK,1,9/15/10,6/30/11,P30DK090969,2010,1,1084661.0,23940280,2013 Sep 19,['Journal Article'],Blood,P30DK090969,2010,2011,1,2013,3
7557,DK,1,9/15/10,6/30/11,P30DK090969,2010,1,1084661.0,23744582,2013 Aug 8,['Journal Article'],Blood,P30DK090969,2010,2011,1,2013,3
7558,DK,1,9/15/10,6/30/11,P30DK090969,2010,1,1084661.0,23620576,2013 Jun 13,"['Clinical Trial', 'Journal Article']",Blood,P30DK090969,2010,2011,1,2013,3
7559,DK,1,9/15/10,6/30/11,P30DK090969,2010,1,1084661.0,23446734,2013 Apr 18,['Journal Article'],Blood,P30DK090969,2010,2011,1,2013,3
7560,DK,1,9/15/10,6/30/11,P30DK090969,2010,1,1084661.0,23388674,2013 Mar 1,"['Journal Article', 'Review']",Cold Spring Harbor perspectives in medicine,P30DK090969,2010,2011,1,2013,3
7561,DK,1,9/15/10,6/30/11,P30DK090969,2010,1,1084661.0,22982896,2012 Oct,['Journal Article'],The American journal of surgical pathology,P30DK090969,2010,2011,1,2012,2
7562,DK,1,9/15/10,6/30/11,P30DK090969,2010,1,1084661.0,22855609,2012 Nov 1,['Journal Article'],Blood,P30DK090969,2010,2011,1,2012,2
7563,DK,1,9/15/10,6/30/11,P30DK090969,2010,1,1084661.0,22427201,2012 May 31,"['Clinical Trial', 'Journal Article']",Blood,P30DK090969,2010,2011,1,2012,2
7564,DK,1,9/15/10,6/30/11,P30DK090969,2010,1,1084661.0,21561349,2011 May 12,['Journal Article'],The New England journal of medicine,P30DK090969,2010,2011,1,2011,1
7660,DK,1,9/30/10,6/30/11,P30DK090971,2010,1,714422.0,26631481,2016 Mar,['Journal Article'],FASEB journal : official publication of the Federation of American Societies for Experimental Biology,P30DK090971,2010,2011,1,2016,6
7661,DK,1,9/30/10,6/30/11,P30DK090971,2010,1,714422.0,26193632,2015 Aug 3,"['Clinical Trial', 'Journal Article', 'Multicenter Study']",The Journal of clinical investigation,P30DK090971,2010,2011,1,2015,5
7662,DK,1,9/30/10,6/30/11,P30DK090971,2010,1,714422.0,25740828,2015 Apr 16,['Journal Article'],Blood,P30DK090971,2010,2011,1,2015,5
7663,DK,1,9/30/10,6/30/11,P30DK090971,2010,1,714422.0,25199827,2014 Sep 11,['Journal Article'],Cell reports,P30DK090971,2010,2011,1,2014,4
7664,DK,1,9/30/10,6/30/11,P30DK090971,2010,1,714422.0,24492678,2014 May,"['Journal Article', 'Review']",Current opinion in hematology,P30DK090971,2010,2011,1,2014,4
7665,DK,1,9/30/10,6/30/11,P30DK090971,2010,1,714422.0,24326684,2014 May,['Letter'],Leukemia,P30DK090971,2010,2011,1,2014,4
7666,DK,1,9/30/10,6/30/11,P30DK090971,2010,1,714422.0,23845443,2013 Jul 8,['Journal Article'],Cancer cell,P30DK090971,2010,2011,1,2013,3
7667,DK,1,9/30/10,6/30/11,P30DK090971,2010,1,714422.0,23578690,2013 May 15,['Journal Article'],Bioorganic & medicinal chemistry letters,P30DK090971,2010,2011,1,2013,3
7668,DK,1,9/30/10,6/30/11,P30DK090971,2010,1,714422.0,23349388,2013 Mar 14,['Journal Article'],Blood,P30DK090971,2010,2011,1,2013,3
7669,DK,1,9/30/10,6/30/11,P30DK090971,2010,1,714422.0,22740449,2012 Aug 2,['Journal Article'],Blood,P30DK090971,2010,2011,1,2012,2
7670,DK,1,9/30/10,6/30/11,P30DK090971,2010,1,714422.0,22685174,2012 Jul 26,['Journal Article'],Blood,P30DK090971,2010,2011,1,2012,2
7671,DK,1,9/30/10,6/30/11,P30DK090971,2010,1,714422.0,21940819,2011 Nov 10,['Journal Article'],Blood,P30DK090971,2010,2011,1,2011,1
7672,EY,1,7/1/10,6/30/11,P30EY019007,2010,1,764879.0,26927809,2016,['Journal Article'],Ophthalmic genetics,P30EY019007,2010,2011,1,2016,6
7673,EY,1,7/1/10,6/30/11,P30EY019007,2010,1,764879.0,26400086,2015 Nov 6,['Journal Article'],The Journal of biological chemistry,P30EY019007,2010,2011,1,2015,5
7674,EY,1,7/1/10,6/30/11,P30EY019007,2010,1,764879.0,26366866,2015,['Journal Article'],PloS one,P30EY019007,2010,2011,1,2015,5
7675,EY,1,7/1/10,6/30/11,P30EY019007,2010,1,764879.0,25994737,2015 May,['Journal Article'],The Journal of the Acoustical Society of America,P30EY019007,2010,2011,1,2015,5
7676,EY,1,7/1/10,6/30/11,P30EY019007,2010,1,764879.0,25796216,2015 Aug,['Journal Article'],Documenta ophthalmologica. Advances in ophthalmology,P30EY019007,2010,2011,1,2015,5
7677,EY,1,7/1/10,6/30/11,P30EY019007,2010,1,764879.0,25375877,2015 Feb,['Journal Article'],JAMA ophthalmology,P30EY019007,2010,2011,1,2015,5
7678,EY,1,7/1/10,6/30/11,P30EY019007,2010,1,764879.0,25372534,2014 Fall,['Journal Article'],Retinal cases & brief reports,P30EY019007,2010,2011,1,2014,4
7679,EY,1,7/1/10,6/30/11,P30EY019007,2010,1,764879.0,25283059,2015 Feb,['Journal Article'],Ophthalmology,P30EY019007,2010,2011,1,2015,5
7680,EY,1,7/1/10,6/30/11,P30EY019007,2010,1,764879.0,25063407,2014 Aug,['Journal Article'],Journal of ultrasound in medicine : official journal of the American Institute of Ultrasound in Medicine,P30EY019007,2010,2011,1,2014,4
7681,EY,1,7/1/10,6/30/11,P30EY019007,2010,1,764879.0,24889623,2014 Jun 17,['Journal Article'],Proceedings of the National Academy of Sciences of the United States of America,P30EY019007,2010,2011,1,2014,4
7682,EY,1,7/1/10,6/30/11,P30EY019007,2010,1,764879.0,24885435,2014 May 18,['Journal Article'],Neural development,P30EY019007,2010,2011,1,2014,4
7683,EY,1,7/1/10,6/30/11,P30EY019007,2010,1,764879.0,24722697,2014 Apr 10,['Journal Article'],Investigative ophthalmology & visual science,P30EY019007,2010,2011,1,2014,4
7684,EY,1,7/1/10,6/30/11,P30EY019007,2010,1,764879.0,24664748,2014,['Journal Article'],Advances in experimental medicine and biology,P30EY019007,2010,2011,1,2014,4
7685,EY,1,7/1/10,6/30/11,P30EY019007,2010,1,764879.0,24576873,2014 Mar 28,['Journal Article'],Investigative ophthalmology & visual science,P30EY019007,2010,2011,1,2014,4
7686,EY,1,7/1/10,6/30/11,P30EY019007,2010,1,764879.0,24504161,2014 Apr 1,['Journal Article'],JAMA ophthalmology,P30EY019007,2010,2011,1,2014,4
7687,EY,1,7/1/10,6/30/11,P30EY019007,2010,1,764879.0,24492934,2014 Mar,['Journal Article'],Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie,P30EY019007,2010,2011,1,2014,4
7688,EY,1,7/1/10,6/30/11,P30EY019007,2010,1,764879.0,24403392,2014 Jan 8,['Journal Article'],Journal of vision,P30EY019007,2010,2011,1,2014,4
7689,EY,1,7/1/10,6/30/11,P30EY019007,2010,1,764879.0,24111858,2015 Jun,['Journal Article'],Ophthalmic genetics,P30EY019007,2010,2011,1,2015,5
7690,EY,1,7/1/10,6/30/11,P30EY019007,2010,1,764879.0,24107945,2013 Oct 9,['Journal Article'],The Journal of neuroscience : the official journal of the Society for Neuroscience,P30EY019007,2010,2011,1,2013,3
7691,EY,1,7/1/10,6/30/11,P30EY019007,2010,1,764879.0,23828046,2013 Sep,['Journal Article'],Disease models & mechanisms,P30EY019007,2010,2011,1,2013,3
7692,EY,1,6/1/10,8/31/11,P30EY020799,2010,1,698491.0,27032494,2016 Jun,['Journal Article'],Biochimica et biophysica acta,P30EY020799,2010,2011,1,2016,6
7693,EY,1,6/1/10,8/31/11,P30EY020799,2010,1,698491.0,27032494,2016 Jun,['Journal Article'],Biochimica et biophysica acta,P30EY020799,2010,2011,1,2016,6
7694,EY,1,6/1/10,8/31/11,P30EY020799,2010,1,698491.0,26900326,2016,['Journal Article'],Molecular vision,P30EY020799,2010,2011,1,2016,6
7695,EY,1,6/1/10,8/31/11,P30EY020799,2010,1,698491.0,26401622,2015 Dec,['Journal Article'],JAMA ophthalmology,P30EY020799,2010,2011,1,2015,5
7696,EY,1,6/1/10,8/31/11,P30EY020799,2010,1,698491.0,25999677,2015,['Journal Article'],Molecular vision,P30EY020799,2010,2011,1,2015,5
7697,EY,1,6/1/10,8/31/11,P30EY020799,2010,1,698491.0,25722209,2015 Feb 26,['Journal Article'],Investigative ophthalmology & visual science,P30EY020799,2010,2011,1,2015,5
7698,EY,1,6/1/10,8/31/11,P30EY020799,2010,1,698491.0,25603436,2015 Jul,['Journal Article'],Eye & contact lens,P30EY020799,2010,2011,1,2015,5
7699,EY,1,6/1/10,8/31/11,P30EY020799,2010,1,698491.0,25298419,2014 Oct 8,"['Journal Article', 'Multicenter Study']",Investigative ophthalmology & visual science,P30EY020799,2010,2011,1,2014,4
7700,EY,1,6/1/10,8/31/11,P30EY020799,2010,1,698491.0,25150086,2014 Oct,['Journal Article'],Experimental eye research,P30EY020799,2010,2011,1,2014,4
7701,EY,1,6/1/10,8/31/11,P30EY020799,2010,1,698491.0,25150086,2014 Oct,['Journal Article'],Experimental eye research,P30EY020799,2010,2011,1,2014,4
7702,EY,1,6/1/10,8/31/11,P30EY020799,2010,1,698491.0,24677106,2014 May 1,['Journal Article'],Investigative ophthalmology & visual science,P30EY020799,2010,2011,1,2014,4
7703,EY,1,6/1/10,8/31/11,P30EY020799,2010,1,698491.0,24677106,2014 May 1,['Journal Article'],Investigative ophthalmology & visual science,P30EY020799,2010,2011,1,2014,4
7704,EY,1,6/1/10,8/31/11,P30EY020799,2010,1,698491.0,24255041,2014 Jan 2,['Journal Article'],Investigative ophthalmology & visual science,P30EY020799,2010,2011,1,2014,4
7705,EY,1,6/1/10,8/31/11,P30EY020799,2010,1,698491.0,23819988,2013 Oct 1,"['Journal Article', 'Review']",Experimental cell research,P30EY020799,2010,2011,1,2013,3
7706,EY,1,6/1/10,8/31/11,P30EY020799,2010,1,698491.0,23341008,2013 Feb 15,['Journal Article'],Investigative ophthalmology & visual science,P30EY020799,2010,2011,1,2013,3
7707,EY,1,6/1/10,8/31/11,P30EY020799,2010,1,698491.0,23341008,2013 Feb 15,['Journal Article'],Investigative ophthalmology & visual science,P30EY020799,2010,2011,1,2013,3
7708,HD,1,8/1/10,6/30/11,P30HD062171,2010,1,915867.0,25220075,2015 Feb,"['Clinical Trial', 'Journal Article']",Developmental cognitive neuroscience,P30HD062171,2010,2011,1,2015,5
7709,HD,1,8/1/10,6/30/11,P30HD062171,2010,1,915867.0,25220075,2015 Feb,"['Clinical Trial', 'Journal Article']",Developmental cognitive neuroscience,P30HD062171,2010,2011,1,2015,5
7710,HD,1,8/1/10,6/30/11,P30HD062171,2010,1,915867.0,26386157,2015 Dec,['Journal Article'],American journal of ophthalmology,P30HD062171,2010,2011,1,2015,5
7711,HD,1,8/1/10,6/30/11,P30HD062171,2010,1,915867.0,26051969,2015 Sep,['Journal Article'],The Journal of pediatrics,P30HD062171,2010,2011,1,2015,5
7712,HD,1,8/1/10,6/30/11,P30HD062171,2010,1,915867.0,25727539,2015 Mar 1,['Journal Article'],The American journal of psychiatry,P30HD062171,2010,2011,1,2015,5
7713,HD,1,8/1/10,6/30/11,P30HD062171,2010,1,915867.0,25481106,2015 Jan,['Journal Article'],Molecular genetics and metabolism,P30HD062171,2010,2011,1,2015,5
7714,HD,1,8/1/10,6/30/11,P30HD062171,2010,1,915867.0,25033076,2014 Oct,['Journal Article'],Journal of perinatology : official journal of the California Perinatal Association,P30HD062171,2010,2011,1,2014,4
7715,HD,1,8/1/10,6/30/11,P30HD062171,2010,1,915867.0,24568837,2014 Apr,['Journal Article'],Molecular genetics and metabolism,P30HD062171,2010,2011,1,2014,4
7716,HD,1,8/1/10,6/30/11,P30HD062171,2010,1,915867.0,24375753,2014 Feb,['Journal Article'],Annals of neurology,P30HD062171,2010,2011,1,2014,4
7717,HD,1,8/1/10,6/30/11,P30HD062171,2010,1,915867.0,24275830,2015 May,['Journal Article'],"Cerebral cortex (New York, N.Y. : 1991)",P30HD062171,2010,2011,1,2015,5
7718,HD,1,8/1/10,6/30/11,P30HD062171,2010,1,915867.0,24089389,2013 Oct 29,['Editorial'],Neurology,P30HD062171,2010,2011,1,2013,3
7719,HD,1,8/1/10,6/30/11,P30HD062171,2010,1,915867.0,23988135,2013 Nov,"['Journal Article', 'Multicenter Study']",The Journal of pediatrics,P30HD062171,2010,2011,1,2013,3
7720,HD,1,8/1/10,6/30/11,P30HD062171,2010,1,915867.0,23928118,2013 Nov,['Journal Article'],Molecular genetics and metabolism,P30HD062171,2010,2011,1,2013,3
7721,HD,1,8/1/10,6/30/11,P30HD062171,2010,1,915867.0,23608077,2013 Jun,['Journal Article'],Molecular genetics and metabolism,P30HD062171,2010,2011,1,2013,3
7722,HD,1,8/1/10,6/30/11,P30HD062171,2010,1,915867.0,23014143,2013 Mar,['Journal Article'],Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,P30HD062171,2010,2011,1,2013,3
7723,HD,1,8/1/10,6/30/11,P30HD062171,2010,1,915867.0,22704480,2012 Sep,['Journal Article'],Molecular genetics and metabolism,P30HD062171,2010,2011,1,2012,2
7724,HD,1,8/1/10,6/30/11,P30HD062171,2010,1,915867.0,22450354,2012 Oct,['Journal Article'],Pediatric cardiology,P30HD062171,2010,2011,1,2012,2
7725,HD,1,8/1/10,6/30/11,P30HD062171,2010,1,915867.0,22289851,2012 Jan,['Journal Article'],Pediatric research,P30HD062171,2010,2011,1,2012,2
7726,HD,1,8/1/10,6/30/11,P30HD062171,2010,1,915867.0,22143100,2012 Jun,['Journal Article'],The Journal of thoracic and cardiovascular surgery,P30HD062171,2010,2011,1,2012,2
7727,HD,1,8/1/10,6/30/11,P30HD062171,2010,1,915867.0,21640820,2011 Jul-Aug,['Journal Article'],Neurotoxicology and teratology,P30HD062171,2010,2011,1,2011,1
7808,MH,1,7/27/10,4/30/11,P30MH090590,2010,1,1544794.0,26867988,2016 May,"['Journal Article', 'Meta-Analysis']",Psychological medicine,P30MH090590,2010,2011,1,2016,6
7809,MH,1,7/27/10,4/30/11,P30MH090590,2010,1,1544794.0,26792761,2016 Mar,"['Journal Article', 'Meta-Analysis', 'Review']",JAMA psychiatry,P30MH090590,2010,2011,1,2016,6
7810,MH,1,7/27/10,4/30/11,P30MH090590,2010,1,1544794.0,26646040,2015 Nov,"['Clinical Trial', 'Journal Article']",The Journal of clinical psychiatry,P30MH090590,2010,2011,1,2015,5
7811,MH,1,7/27/10,4/30/11,P30MH090590,2010,1,1544794.0,26481174,2016 Apr 1,"['Journal Article', 'Multicenter Study', 'Randomized Controlled Trial']",The American journal of psychiatry,P30MH090590,2010,2011,1,2016,6
7812,MH,1,7/27/10,4/30/11,P30MH090590,2010,1,1544794.0,26409223,2015 Nov,"['Journal Article', 'Randomized Controlled Trial']",Schizophrenia bulletin,P30MH090590,2010,2011,1,2015,5
7813,MH,1,7/27/10,4/30/11,P30MH090590,2010,1,1544794.0,26366528,2015 Dec,['Journal Article'],Human brain mapping,P30MH090590,2010,2011,1,2015,5
7814,MH,1,7/27/10,4/30/11,P30MH090590,2010,1,1544794.0,26338693,2015 Nov,"['Journal Article', 'Randomized Controlled Trial']",Schizophrenia bulletin,P30MH090590,2010,2011,1,2015,5
7815,MH,1,7/27/10,4/30/11,P30MH090590,2010,1,1544794.0,26320194,2015 Nov,['Journal Article'],Schizophrenia bulletin,P30MH090590,2010,2011,1,2015,5
7816,MH,1,7/27/10,4/30/11,P30MH090590,2010,1,1544794.0,26315980,2016 Jan,"['Journal Article', 'Randomized Controlled Trial']",The American journal of psychiatry,P30MH090590,2010,2011,1,2016,6
7817,MH,1,7/27/10,4/30/11,P30MH090590,2010,1,1544794.0,26299293,2015 Sep,['Journal Article'],Journal of the American Academy of Child and Adolescent Psychiatry,P30MH090590,2010,2011,1,2015,5
7818,MH,1,7/27/10,4/30/11,P30MH090590,2010,1,1544794.0,25830446,2015 Mar,"['Journal Article', 'Multicenter Study', 'Randomized Controlled Trial']",The Journal of clinical psychiatry,P30MH090590,2010,2011,1,2015,5
7819,MH,1,7/27/10,4/30/11,P30MH090590,2010,1,1544794.0,25772766,2015 Jul,['Journal Article'],"Psychiatric services (Washington, D.C.)",P30MH090590,2010,2011,1,2015,5
7820,MH,1,7/27/10,4/30/11,P30MH090590,2010,1,1544794.0,25727536,2015 Mar 1,"['Journal Article', 'Randomized Controlled Trial']",The American journal of psychiatry,P30MH090590,2010,2011,1,2015,5
7821,MH,1,7/27/10,4/30/11,P30MH090590,2010,1,1544794.0,25691778,2015 Sep,['Journal Article'],Social cognitive and affective neuroscience,P30MH090590,2010,2011,1,2015,5
7822,MH,1,7/27/10,4/30/11,P30MH090590,2010,1,1544794.0,25524787,2015 Jan,"['Journal Article', 'Meta-Analysis', 'Review']",Journal of the American Academy of Child and Adolescent Psychiatry,P30MH090590,2010,2011,1,2015,5
7823,MH,1,7/27/10,4/30/11,P30MH090590,2010,1,1544794.0,25480466,2015 Feb,"['Journal Article', 'Review']",Expert opinion on drug safety,P30MH090590,2010,2011,1,2015,5
7824,MH,1,7/27/10,4/30/11,P30MH090590,2010,1,1544794.0,25372846,2015 Jan,"['Journal Article', 'Randomized Controlled Trial']",JAMA psychiatry,P30MH090590,2010,2011,1,2015,5
7825,MH,1,7/27/10,4/30/11,P30MH090590,2010,1,1544794.0,25277095,2014 Dec 30,['Journal Article'],Psychiatry research,P30MH090590,2010,2011,1,2014,4
7826,MH,1,7/27/10,4/30/11,P30MH090590,2010,1,1544794.0,25240772,2014 Nov,"['Journal Article', 'Meta-Analysis', 'Review']",Schizophrenia research,P30MH090590,2010,2011,1,2014,4
7827,MH,1,7/27/10,4/30/11,P30MH090590,2010,1,1544794.0,24807784,2014 Aug,"['Journal Article', 'Multicenter Study']",Bipolar disorders,P30MH090590,2010,2011,1,2014,4
8108,RR,1,9/1/10,5/31/11,P30RR030926,2010,1,1102500.0,24038078,2014 Mar 15,['Journal Article'],International journal of cancer,P30RR030926,2010,2011,1,2014,4
8109,RR,1,9/1/10,5/31/11,P30RR030926,2010,1,1102500.0,23776708,2013,['Journal Article'],PloS one,P30RR030926,2010,2011,1,2013,3
8110,RR,1,9/1/10,5/31/11,P30RR030926,2010,1,1102500.0,23028705,2012,['Journal Article'],PloS one,P30RR030926,2010,2011,1,2012,2
8111,RR,1,9/1/10,5/31/11,P30RR030926,2010,1,1102500.0,22934946,2013 Mar,['Journal Article'],Combinatorial chemistry & high throughput screening,P30RR030926,2010,2011,1,2013,3
8112,RR,1,9/1/10,5/31/11,P30RR030926,2010,1,1102500.0,21801150,2011 Sep,['Journal Article'],Medicinal chemistry (Shariqah (United Arab Emirates)),P30RR030926,2010,2011,1,2011,1
8113,RR,1,9/16/10,7/31/11,P30RR031151,2010,1,1121077.0,26401040,2015 Dec,['Journal Article'],Journal of virology,P30RR031151,2010,2011,1,2015,5
8114,RR,1,9/16/10,7/31/11,P30RR031151,2010,1,1121077.0,24910878,2014 Apr,"['Journal Article', 'Review']","Nanomedicine (London, England)",P30RR031151,2010,2011,1,2014,4
8115,RR,1,9/16/10,7/31/11,P30RR031151,2010,1,1121077.0,24787235,2014 Jun,['Journal Article'],Viral immunology,P30RR031151,2010,2011,1,2014,4
8116,RR,1,9/16/10,7/31/11,P30RR031151,2010,1,1121077.0,24646020,2014 Mar,['Journal Article'],"Nanomedicine (London, England)",P30RR031151,2010,2011,1,2014,4
8117,RR,1,9/16/10,7/31/11,P30RR031151,2010,1,1121077.0,24586481,2014,['Journal Article'],PloS one,P30RR031151,2010,2011,1,2014,4
8118,RR,1,9/16/10,7/31/11,P30RR031151,2010,1,1121077.0,21848655,2011 Dec,['Journal Article'],The Plant journal : for cell and molecular biology,P30RR031151,2010,2011,1,2011,1
8119,RR,1,9/16/10,7/31/11,P30RR031151,2010,1,1121077.0,21810534,2011 Sep 15,['Journal Article'],Virology,P30RR031151,2010,2011,1,2011,1
8120,RR,1,9/1/10,7/31/11,P30RR031152,2010,1,1189027.0,23084371,2013 May,['Journal Article'],Immunobiology,P30RR031152,2010,2011,1,2013,3
8121,RR,1,9/1/10,7/31/11,P30RR031152,2010,1,1189027.0,22896022,2012 Oct,['Journal Article'],The Journal of rheumatology,P30RR031152,2010,2011,1,2012,2
8122,RR,1,9/1/10,7/31/11,P30RR031152,2010,1,1189027.0,22110124,2012 May,['Journal Article'],Annals of the rheumatic diseases,P30RR031152,2010,2011,1,2012,2
8123,RR,1,9/1/10,7/31/11,P30RR031152,2010,1,1189027.0,21840425,2012 Feb,"['Journal Article', 'Meta-Analysis', 'Review']",Autoimmunity reviews,P30RR031152,2010,2011,1,2012,2
8124,RR,1,9/1/10,7/31/11,P30RR031152,2010,1,1189027.0,21840425,2012 Feb,"['Journal Article', 'Meta-Analysis', 'Review']",Autoimmunity reviews,P30RR031152,2010,2011,1,2012,2
8125,RR,1,9/1/10,7/31/11,P30RR031152,2010,1,1189027.0,21719445,2011 Oct,['Journal Article'],Annals of the rheumatic diseases,P30RR031152,2010,2011,1,2011,1
8126,RR,1,9/1/10,5/31/11,P30RR031154,2010,1,1091700.0,23214715,2013 Jan 4,['Journal Article'],Organic letters,P30RR031154,2010,2011,1,2013,3
8127,RR,1,9/1/10,6/30/11,P30RR031155,2010,1,1098750.0,26497962,2015 Dec 15,['Journal Article'],American journal of physiology. Heart and circulatory physiology,P30RR031155,2010,2011,1,2015,5
8128,RR,1,9/1/10,6/30/11,P30RR031155,2010,1,1098750.0,26136073,2015,['Journal Article'],PloS one,P30RR031155,2010,2011,1,2015,5
8129,RR,1,9/1/10,6/30/11,P30RR031155,2010,1,1098750.0,25463274,2015 Feb,['Journal Article'],Journal of molecular and cellular cardiology,P30RR031155,2010,2011,1,2015,5
8130,RR,1,9/1/10,6/30/11,P30RR031155,2010,1,1098750.0,24746988,2014 Jul 1,['Journal Article'],Toxicology and applied pharmacology,P30RR031155,2010,2011,1,2014,4
8131,RR,1,9/1/10,6/30/11,P30RR031155,2010,1,1098750.0,23116661,2013 Jan,['Journal Article'],Cytokine,P30RR031155,2010,2011,1,2013,3
