,PMAbs,GRAbs,PMID,0
127,"There is limited information on the roles of different age groups during pertussis outbreaks. Little is known about vaccine effectiveness against pertussis infection (both clinically apparent and subclinical), which is different from effectiveness against reportable pertussis disease, with the former influencing the impact of vaccination on pertussis transmission in the community. For the 2012 pertussis outbreak in Minnesota, we estimated odds ratios for case counts in pairs of population groups before vs. after the epidemic's peak. We found children aged 11-12y, 13-14y and 8-10y experienced the greatest rates of depletion of susceptible individuals during the outbreak's ascent, with all ORs for each of those age groups vs. groups outside this age range significantly above 1, with the highest ORs for ages 11-12y. Receipt of the fifth dose of DTaP was associated with a decreased relative role during the outbreak's ascent compared to non-receipt [OR 0.16 (0.01, 0.84) for children aged 5, 0.13 (0.003, 0.82) for ages 8-10y, indicating a protective effect of DTaP against pertussis infection. No analogous effect of Tdap was detected. Our results suggest that children aged 8-14y played a key role in propagating this outbreak. The impact of immunization with Tdap on pertussis infection requires further investigation.",Project III: Accounting for Measured and Unmeasured Heterogeneity in Host Populations proposes a variety of studies to assess the contribution of host heterogeneity to model parameter estimation for infections with different transmission routes and creates models incorporating two key sources of such heterogeneity: virus interference and dose-response relationships.,26278132,
128,"There is limited information on the roles of different age groups during pertussis outbreaks. Little is known about vaccine effectiveness against pertussis infection (both clinically apparent and subclinical), which is different from effectiveness against reportable pertussis disease, with the former influencing the impact of vaccination on pertussis transmission in the community. For the 2012 pertussis outbreak in Minnesota, we estimated odds ratios for case counts in pairs of population groups before vs. after the epidemic's peak. We found children aged 11-12y, 13-14y and 8-10y experienced the greatest rates of depletion of susceptible individuals during the outbreak's ascent, with all ORs for each of those age groups vs. groups outside this age range significantly above 1, with the highest ORs for ages 11-12y. Receipt of the fifth dose of DTaP was associated with a decreased relative role during the outbreak's ascent compared to non-receipt [OR 0.16 (0.01, 0.84) for children aged 5, 0.13 (0.003, 0.82) for ages 8-10y, indicating a protective effect of DTaP against pertussis infection. No analogous effect of Tdap was detected. Our results suggest that children aged 8-14y played a key role in propagating this outbreak. The impact of immunization with Tdap on pertussis infection requires further investigation.",Project V: Collaborative Modeling for Assessment and Optimization in Public Health proposes work with public health partners to address two key aspects of their work ~ burden/severity estimation and optimization of interventions - using a range of modeling approaches.,26278132,
129,"There is limited information on the roles of different age groups during pertussis outbreaks. Little is known about vaccine effectiveness against pertussis infection (both clinically apparent and subclinical), which is different from effectiveness against reportable pertussis disease, with the former influencing the impact of vaccination on pertussis transmission in the community. For the 2012 pertussis outbreak in Minnesota, we estimated odds ratios for case counts in pairs of population groups before vs. after the epidemic's peak. We found children aged 11-12y, 13-14y and 8-10y experienced the greatest rates of depletion of susceptible individuals during the outbreak's ascent, with all ORs for each of those age groups vs. groups outside this age range significantly above 1, with the highest ORs for ages 11-12y. Receipt of the fifth dose of DTaP was associated with a decreased relative role during the outbreak's ascent compared to non-receipt [OR 0.16 (0.01, 0.84) for children aged 5, 0.13 (0.003, 0.82) for ages 8-10y, indicating a protective effect of DTaP against pertussis infection. No analogous effect of Tdap was detected. Our results suggest that children aged 8-14y played a key role in propagating this outbreak. The impact of immunization with Tdap on pertussis infection requires further investigation.","Over the next grant period, we aim to consolidate the most successful aspects of our program,  and build on our experiences to expand the Center's activities in this area, developing new initiatives to  increase our capacity for recruitment, retention, and successful completion of training at all career levels.",26278132,
130,"There is limited information on the roles of different age groups during pertussis outbreaks. Little is known about vaccine effectiveness against pertussis infection (both clinically apparent and subclinical), which is different from effectiveness against reportable pertussis disease, with the former influencing the impact of vaccination on pertussis transmission in the community. For the 2012 pertussis outbreak in Minnesota, we estimated odds ratios for case counts in pairs of population groups before vs. after the epidemic's peak. We found children aged 11-12y, 13-14y and 8-10y experienced the greatest rates of depletion of susceptible individuals during the outbreak's ascent, with all ORs for each of those age groups vs. groups outside this age range significantly above 1, with the highest ORs for ages 11-12y. Receipt of the fifth dose of DTaP was associated with a decreased relative role during the outbreak's ascent compared to non-receipt [OR 0.16 (0.01, 0.84) for children aged 5, 0.13 (0.003, 0.82) for ages 8-10y, indicating a protective effect of DTaP against pertussis infection. No analogous effect of Tdap was detected. Our results suggest that children aged 8-14y played a key role in propagating this outbreak. The impact of immunization with Tdap on pertussis infection requires further investigation.","Project II: New Analytic Methods for New Data Sources develops and tests statistical approaches for  interpreting participatory surveillance and mobile phone data for parameterization and testing of transmission-dynamic  models, uses hydrological modeling to build risk maps for malaria, and develops the statistical theory  of negative controls.",26278132,
131,"There is limited information on the roles of different age groups during pertussis outbreaks. Little is known about vaccine effectiveness against pertussis infection (both clinically apparent and subclinical), which is different from effectiveness against reportable pertussis disease, with the former influencing the impact of vaccination on pertussis transmission in the community. For the 2012 pertussis outbreak in Minnesota, we estimated odds ratios for case counts in pairs of population groups before vs. after the epidemic's peak. We found children aged 11-12y, 13-14y and 8-10y experienced the greatest rates of depletion of susceptible individuals during the outbreak's ascent, with all ORs for each of those age groups vs. groups outside this age range significantly above 1, with the highest ORs for ages 11-12y. Receipt of the fifth dose of DTaP was associated with a decreased relative role during the outbreak's ascent compared to non-receipt [OR 0.16 (0.01, 0.84) for children aged 5, 0.13 (0.003, 0.82) for ages 8-10y, indicating a protective effect of DTaP against pertussis infection. No analogous effect of Tdap was detected. Our results suggest that children aged 8-14y played a key role in propagating this outbreak. The impact of immunization with Tdap on pertussis infection requires further investigation.","Project IV: Understanding and Controlling Antibiotic Resistance studies drug resistance in gonorrhea,  tuberculosis, and pneumococcal infections, applying methods from earlier projects to understand the genetic  and selective origins of resistance and the mechanisms underlying observed heterogeneities in its prevalence.",26278132,
132,"There is limited information on the roles of different age groups during pertussis outbreaks. Little is known about vaccine effectiveness against pertussis infection (both clinically apparent and subclinical), which is different from effectiveness against reportable pertussis disease, with the former influencing the impact of vaccination on pertussis transmission in the community. For the 2012 pertussis outbreak in Minnesota, we estimated odds ratios for case counts in pairs of population groups before vs. after the epidemic's peak. We found children aged 11-12y, 13-14y and 8-10y experienced the greatest rates of depletion of susceptible individuals during the outbreak's ascent, with all ORs for each of those age groups vs. groups outside this age range significantly above 1, with the highest ORs for ages 11-12y. Receipt of the fifth dose of DTaP was associated with a decreased relative role during the outbreak's ascent compared to non-receipt [OR 0.16 (0.01, 0.84) for children aged 5, 0.13 (0.003, 0.82) for ages 8-10y, indicating a protective effect of DTaP against pertussis infection. No analogous effect of Tdap was detected. Our results suggest that children aged 8-14y played a key role in propagating this outbreak. The impact of immunization with Tdap on pertussis infection requires further investigation.","We propose a competing renewal of the MIDAS Center for Communicable Disease Dynamics (CCDD) at Harvard School of Public Health. Building on a four-year record of over 170 peer-reviewed publications and significant achievements in outreach and education, we propose a multipronged approach to extend the activities of this Center of Excellence into the next funding period. Combining expertise in mathematical and statistical modeling of infection with related disciplines, we will undertake methodologic development and application to a range of public health problems. Project I. Pathogen Genomics and Evolution develops computational and statistical models to infer local and global transmission and clustering of infections, antigenic change by recombination, and evolution under vaccine-mediated selection. Project II. New Analytic Methods for New Data Sources develops and tests statistical approaches for interpreting participatory surveillance and mobile phone data for parameterization and testing of transmission-dynamic models, uses hydrological modeling to build risk maps for malaria, and develops the statistical theory of negative controls. Project III. Accounting for Measured and Unmeasured Heterogeneity in Host Populations proposes a variety of studies to assess the contribution of host heterogeneity to model parameter estimation for infections with different transmission routes and creates models incorporrating two key sources of such heterogeneity: virus interference and dose-response relationships. Project IV. Understanding and Controlling Antibiotic Resistance studies drug resistance in gonorrhea, tuberculosis, and pneumococcal infections, applying methods from earlier projects to understand the genetic and selective origins of resistance and the mechanisms underlying observed heterogeneities in its prevalence. Project V. Collaborative Modeling for Assessment and Optimization in Public Health proposes work with public health partners to address two key aspects of their work ~ burden/severity estimation and optimization of interventions - using a range of modeling approaches. Software development and sharing and Policy Studies are integral parts of our research activities. In Outreach and Education we propose an ambitious set of initiatives aimed at pipeline and recruiting, training the next generation of modelers, and engaging colleagues in policy, academia and journalism.",26278132,
133,"The bacterial pathogen, Streptococcus pneumoniae (the pneumococcus), is a leading cause of life-threatening illness and death worldwide. Available conjugate vaccines target only a small subset (up to 13) of >90 known capsular serotypes of S. pneumoniae and, since their introduction, increases in non-vaccine serotypes have been recorded in several countries: a phenomenon termed Vaccine Induced Serotype Replacement (VISR). Here, using a combination of mathematical modelling and whole genome analysis, we show that targeting particular serotypes through vaccination can also cause their metabolic and virulence-associated components to transfer through recombination to non-vaccine serotypes: a phenomenon we term Vaccine-Induced Metabolic Shift (VIMS). Our results provide a novel explanation for changes observed in the population structure of the pneumococcus following vaccination, and have important implications for strain-targeted vaccination in a range of infectious disease systems.","Introduction: With increasing availability of pathogen genetic and especially whole-genome sequence data,  there is a pressing need for analytical tools and innovative approaches to make use of them. In particular,  methods for using genomic data to make inferences about transmission chains and pathogen evolution under  selection by host immunity, vaccines, and antibiotics, are still in their infancy. These questions are  fundamentally different from the types of questions asked when examining one sequence at a time, which  illuminate the biology of conserved aspects of infection and pathogenesis. Population genomic studies shed  light on population heterogeneity in the pathogen, its consequences and causes. These inferences naturally  lend themselves to the estimation of parameters for transmission-dynamic models and, even more  fundamentally, to the determination of how such models should be structured, and the testing of their  predictions. To date, using MIDAS and non-MIDAS funding for analytic efforts, and non-MIDAS funding for the  costs of sequencing, we have made a number of significant discoveries over the last five years using pathogen  population genomics and genetics, and we have identified many opportunities to improve and expand methods  over the next five years, as well as to apply existing methods to significant questions of biology and  epidemiology.",26181911,
134,"The bacterial pathogen, Streptococcus pneumoniae (the pneumococcus), is a leading cause of life-threatening illness and death worldwide. Available conjugate vaccines target only a small subset (up to 13) of >90 known capsular serotypes of S. pneumoniae and, since their introduction, increases in non-vaccine serotypes have been recorded in several countries: a phenomenon termed Vaccine Induced Serotype Replacement (VISR). Here, using a combination of mathematical modelling and whole genome analysis, we show that targeting particular serotypes through vaccination can also cause their metabolic and virulence-associated components to transfer through recombination to non-vaccine serotypes: a phenomenon we term Vaccine-Induced Metabolic Shift (VIMS). Our results provide a novel explanation for changes observed in the population structure of the pneumococcus following vaccination, and have important implications for strain-targeted vaccination in a range of infectious disease systems.","Response to public health threats occurs on different timescales and requires a suite of different  types of analytical tools. For current public health crises and emerging epidemics, statistical analysis of  biomedical data typically requires an initial exploratory stage where one looks for potential trends and  associations visually before carrying out rigorous hypothesis testing. This stage is of great importance in  research as well as in medical applications, since it complements the expert's intuition with various  representations of the raw data and its underlying dependency structures. The insights gained during data  exploration, as well as the patterns missed due to shortcomings in the visualization, might set specific  directions, for better or worse, during later model building or decision-making. While dashboard software tools  for multivariate data visualization exist, both commercial [1] and free [2, 3], they appear to be of seldom use in  theoretical and applied epidemiology. On one hand, researchers often have highly customized software  protocols already in place in order to carry out sophisticated statistical analysis. Adding a visual stage to these  protocols in a way that is non-obtrusive and complementary to the existing tools is not a simple problem. On  the other hand, medical doctors actively engaged in fieldwork might not have the technical expertise nor the  time to install and use complex visualization packages. Furthermore, integration of these packages with the  programs that physicians and other health care specialists typically use for routine statistical tasks such as  hypothesis testing and linear regression (Excel, SAS, SPSS, etc.) is not easily accessible.",26181911,
135,"The bacterial pathogen, Streptococcus pneumoniae (the pneumococcus), is a leading cause of life-threatening illness and death worldwide. Available conjugate vaccines target only a small subset (up to 13) of >90 known capsular serotypes of S. pneumoniae and, since their introduction, increases in non-vaccine serotypes have been recorded in several countries: a phenomenon termed Vaccine Induced Serotype Replacement (VISR). Here, using a combination of mathematical modelling and whole genome analysis, we show that targeting particular serotypes through vaccination can also cause their metabolic and virulence-associated components to transfer through recombination to non-vaccine serotypes: a phenomenon we term Vaccine-Induced Metabolic Shift (VIMS). Our results provide a novel explanation for changes observed in the population structure of the pneumococcus following vaccination, and have important implications for strain-targeted vaccination in a range of infectious disease systems.","The work proposed in this Project builds on our experience as a Center, and on the experience of the MIDAS  network more generally, in modeling work involving policy makers, public health surveillance teams, and others  who work to improve the quality of decisions by informing them with the best evidence available. The structure  of our entire proposal reflects the view that transmission-dynamic models are tools that interpret raw data to  produce evidence that can be used to make informed decisions (information flow upward in Figure P-1, taken  from our policy summary ofthe experience with H1N1 pandemic influenza). The MIDAS network has  spearheaded progress in improving the size, speed, and level of detail of transmission-dynamic models and  other models for infectious diseases. While we will continue to press forward on that front, many of the other  activities proposed for CCDD are motivated by the relative lack of attention to date to rigorous research on how  model structure and parameter values should be informed by data, and in particular by new sources of data  like genomics and participatory surveillance that will become increasingly available in the future. In this Policy  Studies section, we propose first a series of symposia that will focus on particular aspects of the modeling  process, especially the upstream (data->model structure and parameters) aspects, and we will invite decision  makers to these symposia and involve them as much as possible in the presentations and discussions. We  will write one or more papers summarizing the findings from each symposia, so that the outputs will be  available to those who do not attend. We will also video record these symposia for web viewing. In addition,  we plan two very different projects motivated by issues that have arisen during the current grant period. First,  we will write a philosophical paper on the broad question of how models can be used to motivate decisions,  focused on how the assumptions of the model can be designed to be conservative with respect to the  decision being made. In a very different vein, we consider the issue of the overlap among transmission  modeling, bioethics and biosafety as applied to a case study: Gain of Function (GOF) experiments involving  highly pathogenic avian influenza viruses, an area on which we have already been active.",26181911,
136,"The bacterial pathogen, Streptococcus pneumoniae (the pneumococcus), is a leading cause of life-threatening illness and death worldwide. Available conjugate vaccines target only a small subset (up to 13) of >90 known capsular serotypes of S. pneumoniae and, since their introduction, increases in non-vaccine serotypes have been recorded in several countries: a phenomenon termed Vaccine Induced Serotype Replacement (VISR). Here, using a combination of mathematical modelling and whole genome analysis, we show that targeting particular serotypes through vaccination can also cause their metabolic and virulence-associated components to transfer through recombination to non-vaccine serotypes: a phenomenon we term Vaccine-Induced Metabolic Shift (VIMS). Our results provide a novel explanation for changes observed in the population structure of the pneumococcus following vaccination, and have important implications for strain-targeted vaccination in a range of infectious disease systems.",Project III: Accounting for Measured and Unmeasured Heterogeneity in Host Populations proposes a variety of studies to assess the contribution of host heterogeneity to model parameter estimation for infections with different transmission routes and creates models incorporating two key sources of such heterogeneity: virus interference and dose-response relationships.,26181911,
137,"The bacterial pathogen, Streptococcus pneumoniae (the pneumococcus), is a leading cause of life-threatening illness and death worldwide. Available conjugate vaccines target only a small subset (up to 13) of >90 known capsular serotypes of S. pneumoniae and, since their introduction, increases in non-vaccine serotypes have been recorded in several countries: a phenomenon termed Vaccine Induced Serotype Replacement (VISR). Here, using a combination of mathematical modelling and whole genome analysis, we show that targeting particular serotypes through vaccination can also cause their metabolic and virulence-associated components to transfer through recombination to non-vaccine serotypes: a phenomenon we term Vaccine-Induced Metabolic Shift (VIMS). Our results provide a novel explanation for changes observed in the population structure of the pneumococcus following vaccination, and have important implications for strain-targeted vaccination in a range of infectious disease systems.",Project V: Collaborative Modeling for Assessment and Optimization in Public Health proposes work with public health partners to address two key aspects of their work ~ burden/severity estimation and optimization of interventions - using a range of modeling approaches.,26181911,
138,"The bacterial pathogen, Streptococcus pneumoniae (the pneumococcus), is a leading cause of life-threatening illness and death worldwide. Available conjugate vaccines target only a small subset (up to 13) of >90 known capsular serotypes of S. pneumoniae and, since their introduction, increases in non-vaccine serotypes have been recorded in several countries: a phenomenon termed Vaccine Induced Serotype Replacement (VISR). Here, using a combination of mathematical modelling and whole genome analysis, we show that targeting particular serotypes through vaccination can also cause their metabolic and virulence-associated components to transfer through recombination to non-vaccine serotypes: a phenomenon we term Vaccine-Induced Metabolic Shift (VIMS). Our results provide a novel explanation for changes observed in the population structure of the pneumococcus following vaccination, and have important implications for strain-targeted vaccination in a range of infectious disease systems.","Over the next grant period, we aim to consolidate the most successful aspects of our program,  and build on our experiences to expand the Center's activities in this area, developing new initiatives to  increase our capacity for recruitment, retention, and successful completion of training at all career levels.",26181911,
139,"The bacterial pathogen, Streptococcus pneumoniae (the pneumococcus), is a leading cause of life-threatening illness and death worldwide. Available conjugate vaccines target only a small subset (up to 13) of >90 known capsular serotypes of S. pneumoniae and, since their introduction, increases in non-vaccine serotypes have been recorded in several countries: a phenomenon termed Vaccine Induced Serotype Replacement (VISR). Here, using a combination of mathematical modelling and whole genome analysis, we show that targeting particular serotypes through vaccination can also cause their metabolic and virulence-associated components to transfer through recombination to non-vaccine serotypes: a phenomenon we term Vaccine-Induced Metabolic Shift (VIMS). Our results provide a novel explanation for changes observed in the population structure of the pneumococcus following vaccination, and have important implications for strain-targeted vaccination in a range of infectious disease systems.","Project II: New Analytic Methods for New Data Sources develops and tests statistical approaches for  interpreting participatory surveillance and mobile phone data for parameterization and testing of transmission-dynamic  models, uses hydrological modeling to build risk maps for malaria, and develops the statistical theory  of negative controls.",26181911,
140,"The bacterial pathogen, Streptococcus pneumoniae (the pneumococcus), is a leading cause of life-threatening illness and death worldwide. Available conjugate vaccines target only a small subset (up to 13) of >90 known capsular serotypes of S. pneumoniae and, since their introduction, increases in non-vaccine serotypes have been recorded in several countries: a phenomenon termed Vaccine Induced Serotype Replacement (VISR). Here, using a combination of mathematical modelling and whole genome analysis, we show that targeting particular serotypes through vaccination can also cause their metabolic and virulence-associated components to transfer through recombination to non-vaccine serotypes: a phenomenon we term Vaccine-Induced Metabolic Shift (VIMS). Our results provide a novel explanation for changes observed in the population structure of the pneumococcus following vaccination, and have important implications for strain-targeted vaccination in a range of infectious disease systems.","Project IV: Understanding and Controlling Antibiotic Resistance studies drug resistance in gonorrhea,  tuberculosis, and pneumococcal infections, applying methods from earlier projects to understand the genetic  and selective origins of resistance and the mechanisms underlying observed heterogeneities in its prevalence.",26181911,
141,"The bacterial pathogen, Streptococcus pneumoniae (the pneumococcus), is a leading cause of life-threatening illness and death worldwide. Available conjugate vaccines target only a small subset (up to 13) of >90 known capsular serotypes of S. pneumoniae and, since their introduction, increases in non-vaccine serotypes have been recorded in several countries: a phenomenon termed Vaccine Induced Serotype Replacement (VISR). Here, using a combination of mathematical modelling and whole genome analysis, we show that targeting particular serotypes through vaccination can also cause their metabolic and virulence-associated components to transfer through recombination to non-vaccine serotypes: a phenomenon we term Vaccine-Induced Metabolic Shift (VIMS). Our results provide a novel explanation for changes observed in the population structure of the pneumococcus following vaccination, and have important implications for strain-targeted vaccination in a range of infectious disease systems.","We propose a competing renewal of the MIDAS Center for Communicable Disease Dynamics (CCDD) at Harvard School of Public Health. Building on a four-year record of over 170 peer-reviewed publications and significant achievements in outreach and education, we propose a multipronged approach to extend the activities of this Center of Excellence into the next funding period. Combining expertise in mathematical and statistical modeling of infection with related disciplines, we will undertake methodologic development and application to a range of public health problems. Project I. Pathogen Genomics and Evolution develops computational and statistical models to infer local and global transmission and clustering of infections, antigenic change by recombination, and evolution under vaccine-mediated selection. Project II. New Analytic Methods for New Data Sources develops and tests statistical approaches for interpreting participatory surveillance and mobile phone data for parameterization and testing of transmission-dynamic models, uses hydrological modeling to build risk maps for malaria, and develops the statistical theory of negative controls. Project III. Accounting for Measured and Unmeasured Heterogeneity in Host Populations proposes a variety of studies to assess the contribution of host heterogeneity to model parameter estimation for infections with different transmission routes and creates models incorporrating two key sources of such heterogeneity: virus interference and dose-response relationships. Project IV. Understanding and Controlling Antibiotic Resistance studies drug resistance in gonorrhea, tuberculosis, and pneumococcal infections, applying methods from earlier projects to understand the genetic and selective origins of resistance and the mechanisms underlying observed heterogeneities in its prevalence. Project V. Collaborative Modeling for Assessment and Optimization in Public Health proposes work with public health partners to address two key aspects of their work ~ burden/severity estimation and optimization of interventions - using a range of modeling approaches. Software development and sharing and Policy Studies are integral parts of our research activities. In Outreach and Education we propose an ambitious set of initiatives aimed at pipeline and recruiting, training the next generation of modelers, and engaging colleagues in policy, academia and journalism.",26181911,
142,"Estimating the case-fatality risk (CFR)-the probability that a person dies from an infection given that they are a case-is a high priority in epidemiologic investigation of newly emerging infectious diseases and sometimes in new outbreaks of known infectious diseases. The data available to estimate the overall CFR are often gathered for other purposes (e.g., surveillance) in challenging circumstances. We describe two forms of bias that may affect the estimation of the overall CFR-preferential ascertainment of severe cases and bias from reporting delays-and review solutions that have been proposed and implemented in past epidemics. Also of interest is the estimation of the causal impact of specific interventions (e.g., hospitalization, or hospitalization at a particular hospital) on survival, which can be estimated as a relative CFR for two or more groups. When observational data are used for this purpose, three more sources of bias may arise: confounding, survivorship bias, and selection due to preferential inclusion in surveillance datasets of those who are hospitalized and/or die. We illustrate these biases and caution against causal interpretation of differential CFR among those receiving different interventions in observational datasets. Again, we discuss ways to reduce these biases, particularly by estimating outcomes in smaller but more systematically defined cohorts ascertained before the onset of symptoms, such as those identified by forward contact tracing. Finally, we discuss the circumstances in which these biases may affect non-causal interpretation of risk factors for death among cases.","Introduction: With increasing availability of pathogen genetic and especially whole-genome sequence data,  there is a pressing need for analytical tools and innovative approaches to make use of them. In particular,  methods for using genomic data to make inferences about transmission chains and pathogen evolution under  selection by host immunity, vaccines, and antibiotics, are still in their infancy. These questions are  fundamentally different from the types of questions asked when examining one sequence at a time, which  illuminate the biology of conserved aspects of infection and pathogenesis. Population genomic studies shed  light on population heterogeneity in the pathogen, its consequences and causes. These inferences naturally  lend themselves to the estimation of parameters for transmission-dynamic models and, even more  fundamentally, to the determination of how such models should be structured, and the testing of their  predictions. To date, using MIDAS and non-MIDAS funding for analytic efforts, and non-MIDAS funding for the  costs of sequencing, we have made a number of significant discoveries over the last five years using pathogen  population genomics and genetics, and we have identified many opportunities to improve and expand methods  over the next five years, as well as to apply existing methods to significant questions of biology and  epidemiology.",26181387,
143,"Estimating the case-fatality risk (CFR)-the probability that a person dies from an infection given that they are a case-is a high priority in epidemiologic investigation of newly emerging infectious diseases and sometimes in new outbreaks of known infectious diseases. The data available to estimate the overall CFR are often gathered for other purposes (e.g., surveillance) in challenging circumstances. We describe two forms of bias that may affect the estimation of the overall CFR-preferential ascertainment of severe cases and bias from reporting delays-and review solutions that have been proposed and implemented in past epidemics. Also of interest is the estimation of the causal impact of specific interventions (e.g., hospitalization, or hospitalization at a particular hospital) on survival, which can be estimated as a relative CFR for two or more groups. When observational data are used for this purpose, three more sources of bias may arise: confounding, survivorship bias, and selection due to preferential inclusion in surveillance datasets of those who are hospitalized and/or die. We illustrate these biases and caution against causal interpretation of differential CFR among those receiving different interventions in observational datasets. Again, we discuss ways to reduce these biases, particularly by estimating outcomes in smaller but more systematically defined cohorts ascertained before the onset of symptoms, such as those identified by forward contact tracing. Finally, we discuss the circumstances in which these biases may affect non-causal interpretation of risk factors for death among cases.","Response to public health threats occurs on different timescales and requires a suite of different  types of analytical tools. For current public health crises and emerging epidemics, statistical analysis of  biomedical data typically requires an initial exploratory stage where one looks for potential trends and  associations visually before carrying out rigorous hypothesis testing. This stage is of great importance in  research as well as in medical applications, since it complements the expert's intuition with various  representations of the raw data and its underlying dependency structures. The insights gained during data  exploration, as well as the patterns missed due to shortcomings in the visualization, might set specific  directions, for better or worse, during later model building or decision-making. While dashboard software tools  for multivariate data visualization exist, both commercial [1] and free [2, 3], they appear to be of seldom use in  theoretical and applied epidemiology. On one hand, researchers often have highly customized software  protocols already in place in order to carry out sophisticated statistical analysis. Adding a visual stage to these  protocols in a way that is non-obtrusive and complementary to the existing tools is not a simple problem. On  the other hand, medical doctors actively engaged in fieldwork might not have the technical expertise nor the  time to install and use complex visualization packages. Furthermore, integration of these packages with the  programs that physicians and other health care specialists typically use for routine statistical tasks such as  hypothesis testing and linear regression (Excel, SAS, SPSS, etc.) is not easily accessible.",26181387,
144,"Estimating the case-fatality risk (CFR)-the probability that a person dies from an infection given that they are a case-is a high priority in epidemiologic investigation of newly emerging infectious diseases and sometimes in new outbreaks of known infectious diseases. The data available to estimate the overall CFR are often gathered for other purposes (e.g., surveillance) in challenging circumstances. We describe two forms of bias that may affect the estimation of the overall CFR-preferential ascertainment of severe cases and bias from reporting delays-and review solutions that have been proposed and implemented in past epidemics. Also of interest is the estimation of the causal impact of specific interventions (e.g., hospitalization, or hospitalization at a particular hospital) on survival, which can be estimated as a relative CFR for two or more groups. When observational data are used for this purpose, three more sources of bias may arise: confounding, survivorship bias, and selection due to preferential inclusion in surveillance datasets of those who are hospitalized and/or die. We illustrate these biases and caution against causal interpretation of differential CFR among those receiving different interventions in observational datasets. Again, we discuss ways to reduce these biases, particularly by estimating outcomes in smaller but more systematically defined cohorts ascertained before the onset of symptoms, such as those identified by forward contact tracing. Finally, we discuss the circumstances in which these biases may affect non-causal interpretation of risk factors for death among cases.","The work proposed in this Project builds on our experience as a Center, and on the experience of the MIDAS  network more generally, in modeling work involving policy makers, public health surveillance teams, and others  who work to improve the quality of decisions by informing them with the best evidence available. The structure  of our entire proposal reflects the view that transmission-dynamic models are tools that interpret raw data to  produce evidence that can be used to make informed decisions (information flow upward in Figure P-1, taken  from our policy summary ofthe experience with H1N1 pandemic influenza). The MIDAS network has  spearheaded progress in improving the size, speed, and level of detail of transmission-dynamic models and  other models for infectious diseases. While we will continue to press forward on that front, many of the other  activities proposed for CCDD are motivated by the relative lack of attention to date to rigorous research on how  model structure and parameter values should be informed by data, and in particular by new sources of data  like genomics and participatory surveillance that will become increasingly available in the future. In this Policy  Studies section, we propose first a series of symposia that will focus on particular aspects of the modeling  process, especially the upstream (data->model structure and parameters) aspects, and we will invite decision  makers to these symposia and involve them as much as possible in the presentations and discussions. We  will write one or more papers summarizing the findings from each symposia, so that the outputs will be  available to those who do not attend. We will also video record these symposia for web viewing. In addition,  we plan two very different projects motivated by issues that have arisen during the current grant period. First,  we will write a philosophical paper on the broad question of how models can be used to motivate decisions,  focused on how the assumptions of the model can be designed to be conservative with respect to the  decision being made. In a very different vein, we consider the issue of the overlap among transmission  modeling, bioethics and biosafety as applied to a case study: Gain of Function (GOF) experiments involving  highly pathogenic avian influenza viruses, an area on which we have already been active.",26181387,
145,"Estimating the case-fatality risk (CFR)-the probability that a person dies from an infection given that they are a case-is a high priority in epidemiologic investigation of newly emerging infectious diseases and sometimes in new outbreaks of known infectious diseases. The data available to estimate the overall CFR are often gathered for other purposes (e.g., surveillance) in challenging circumstances. We describe two forms of bias that may affect the estimation of the overall CFR-preferential ascertainment of severe cases and bias from reporting delays-and review solutions that have been proposed and implemented in past epidemics. Also of interest is the estimation of the causal impact of specific interventions (e.g., hospitalization, or hospitalization at a particular hospital) on survival, which can be estimated as a relative CFR for two or more groups. When observational data are used for this purpose, three more sources of bias may arise: confounding, survivorship bias, and selection due to preferential inclusion in surveillance datasets of those who are hospitalized and/or die. We illustrate these biases and caution against causal interpretation of differential CFR among those receiving different interventions in observational datasets. Again, we discuss ways to reduce these biases, particularly by estimating outcomes in smaller but more systematically defined cohorts ascertained before the onset of symptoms, such as those identified by forward contact tracing. Finally, we discuss the circumstances in which these biases may affect non-causal interpretation of risk factors for death among cases.",Project III: Accounting for Measured and Unmeasured Heterogeneity in Host Populations proposes a variety of studies to assess the contribution of host heterogeneity to model parameter estimation for infections with different transmission routes and creates models incorporating two key sources of such heterogeneity: virus interference and dose-response relationships.,26181387,
